gene_name	gene_id	transcript_id	chrom	strand	tss	tes	region_start	region_end	region_length	usable
FHAD1	ENSG00000142621.19	ENST00000471347.5	chr1	+	15327120	15397516	15286160	15397516	111357	yes
AL031283.1	ENSG00000228140.1	ENST00000427824.1	chr1	-	15409433	15402979	15402979	15450393	47415	yes
EFHD2	ENSG00000142634.12	ENST00000375980.8	chr1	+	15409895	15430343	15368935	15430343	61409	yes
CTRC	ENSG00000162438.11	ENST00000375949.4	chr1	+	15438439	15446654	15397479	15446654	49176	yes
CELA2A	ENSG00000142615.7	ENST00000359621.4	chr1	+	15456729	15472091	15415769	15472091	56323	yes
CELA2B	ENSG00000215704.9	ENST00000375910.7	chr1	+	15476101	15491400	15435141	15491400	56260	yes
CASP9	ENSG00000132906.17	ENST00000348549.9	chr1	-	15524347	15492270	15492270	15565307	73038	yes
DNAJC16	ENSG00000116138.12	ENST00000375849.5	chr1	+	15526813	15576092	15485853	15576092	90240	yes
AGMAT	ENSG00000116771.5	ENST00000375826.3	chr1	-	15585110	15572353	15572353	15626070	53718	yes
DDI2	ENSG00000197312.11	ENST00000486680.1	chr1	+	15617543	15634306	15576583	15634306	57724	yes
RSC1A1	ENSG00000215695.1	ENST00000345034.1	chr1	+	15659869	15661722	15618909	15661722	42814	yes
AL121992.2	ENSG00000271742.1	ENST00000606262.1	chr1	-	15683128	15682873	15682873	15724088	41216	yes
PLEKHM2	ENSG00000116786.12	ENST00000375799.7	chr1	+	15684332	15734769	15643372	15734769	91398	yes
SLC25A34	ENSG00000162461.7	ENST00000294454.5	chr1	+	15736405	15741396	15695445	15741396	45952	yes
TMEM82	ENSG00000162460.6	ENST00000375782.1	chr1	+	15742422	15747982	15701462	15747982	46521	yes
FBLIM1	ENSG00000162458.12	ENST00000375771.5	chr1	+	15756659	15786594	15715699	15786594	70896	yes
UQCRHL	ENSG00000233954.6	ENST00000483273.2	chr1	-	15809348	15807169	15807169	15850308	43140	yes
SPEN	ENSG00000065526.10	ENST00000375759.7	chr1	+	15847864	15940460	15806904	15940460	133557	yes
ZBTB17	ENSG00000116809.11	ENST00000375733.6	chr1	-	15976132	15941871	15941871	16017092	75222	yes
SRARP	ENSG00000183888.4	ENST00000329454.2	chr1	+	16004236	16008807	15963276	16008807	45532	yes
HSPB7	ENSG00000173641.17	ENST00000311890.13	chr1	-	16018790	16014028	16014028	16059750	45723	yes
CLCNKA	ENSG00000186510.11	ENST00000375692.5	chr1	+	16021871	16034050	15980911	16034050	53140	yes
CLCNKB	ENSG00000184908.17	ENST00000375679.8	chr1	+	16043777	16057308	16002817	16057308	54492	yes
FAM131C	ENSG00000185519.8	ENST00000375662.4	chr1	-	16073626	16057769	16057769	16114586	56818	yes
EPHA2	ENSG00000142627.12	ENST00000358432.7	chr1	-	16156087	16124337	16124337	16197047	72711	yes
ARHGEF19	ENSG00000142632.16	ENST00000270747.7	chr1	-	16212609	16198104	16198104	16253569	55466	yes
CPLANE2	ENSG00000132881.11	ENST00000375599.7	chr1	-	16237162	16231700	16231700	16278122	46423	yes
FBXO42	ENSG00000037637.10	ENST00000375592.7	chr1	-	16352454	16246839	16246839	16393414	146576	yes
SZRD1	ENSG00000055070.16	ENST00000401088.8	chr1	+	16367083	16398142	16326123	16398142	72020	yes
SPATA21	ENSG00000187144.11	ENST00000335496.5	chr1	-	16437424	16398643	16398643	16478384	79742	yes
NECAP2	ENSG00000157191.19	ENST00000337132.9	chr1	+	16440672	16460078	16399712	16460078	60367	yes
LINC01772	ENSG00000226029.1	ENST00000457898.1	chr1	+	16460948	16468481	16419988	16468481	48494	yes
AL137802.2	ENSG00000261135.1	ENST00000562878.1	chr1	+	16514645	16515754	16473685	16515754	42070	yes
AL137802.3	ENSG00000285853.1	ENST00000648419.1	chr1	+	16515034	16521788	16474074	16521788	47715	yes
AL137802.1	ENSG00000224174.2	ENST00000452795.2	chr1	+	16520694	16521796	16479734	16521796	42063	yes
LINC01783	ENSG00000233421.4	ENST00000415386.2	chr1	-	16535649	16533886	16533886	16576609	42724	yes
NBPF1	ENSG00000219481.10	ENST00000599069.5	chr1	-	16613562	16599589	16599589	16654522	54934	yes
AL137798.1	ENSG00000271732.1	ENST00000607700.1	chr1	+	16617391	16617729	16576431	16617729	41299	yes
AL137798.2	ENSG00000282143.1	ENST00000633763.1	chr1	+	16656879	16667524	16615919	16667524	51606	yes
AL021920.1	ENSG00000279151.1	ENST00000624517.1	chr1	+	16701546	16705594	16660586	16705594	45009	yes
AL021920.3	ENSG00000282740.1	ENST00000633433.1	chr1	-	16750589	16739938	16739938	16791549	51612	yes
BX284668.1	ENSG00000223643.6	ENST00000422345.1	chr1	-	16853129	16851321	16851321	16894089	42769	yes
BX284668.2	ENSG00000228549.3	ENST00000438002.1	chr1	+	16870945	16874079	16829985	16874079	44095	yes
BX284668.5	ENSG00000238142.1	ENST00000457075.1	chr1	-	16889649	16888542	16888542	16930609	42068	yes
BX284668.6	ENSG00000272426.1	ENST00000606899.1	chr1	-	16904776	16904339	16904339	16945736	41398	yes
CROCC	ENSG00000058453.16	ENST00000467938.5	chr1	+	16922767	16954362	16881807	16954362	72556	yes
MFAP2	ENSG00000117122.13	ENST00000375535.3	chr1	-	16980835	16974502	16974502	17021795	47294	yes
ATP13A2	ENSG00000159363.17	ENST00000452699.5	chr1	-	17011928	16985958	16985958	17052888	66931	yes
SDHB	ENSG00000117118.9	ENST00000375499.7	chr1	-	17054170	17018722	17018722	17095130	76409	yes
PADI2	ENSG00000117115.12	ENST00000375486.8	chr1	-	17119435	17066761	17066761	17160395	93635	yes
AL590644.1	ENSG00000204362.6	ENST00000634972.1	chr1	+	17189789	17196387	17148829	17196387	47559	yes
AL590644.3	ENSG00000282843.1	ENST00000635428.1	chr1	-	17201733	17193232	17193232	17242693	49462	yes
PADI1	ENSG00000142623.10	ENST00000375471.4	chr1	+	17205126	17246005	17164166	17246005	81840	yes
PADI3	ENSG00000142619.4	ENST00000375460.3	chr1	+	17249098	17284233	17208138	17284233	76096	yes
PADI4	ENSG00000159339.13	ENST00000375448.4	chr1	+	17308197	17364004	17267237	17364004	96768	yes
PADI6	ENSG00000276747.1	ENST00000619609.1	chr1	+	17372196	17401699	17331236	17401699	70464	yes
RCC2	ENSG00000179051.13	ENST00000375436.8	chr1	-	17439724	17406760	17406760	17480684	73925	yes
ARHGEF10L	ENSG00000074964.16	ENST00000361221.7	chr1	+	17539835	17697869	17498875	17697869	198995	yes
AL136529.1	ENSG00000236648.1	ENST00000430540.1	chr1	+	17717687	17749978	17676727	17749978	73252	yes
ACTL8	ENSG00000117148.7	ENST00000375406.1	chr1	+	17755313	17827063	17714353	17827063	112711	yes
AL357509.1	ENSG00000284653.1	ENST00000641892.1	chr1	+	18015712	18045612	17974752	18045612	70861	yes
LINC01654	ENSG00000261781.1	ENST00000569711.1	chr1	+	18065657	18074412	18024697	18074412	49716	yes
IGSF21	ENSG00000117154.11	ENST00000251296.3	chr1	+	18107746	18378482	18066786	18378482	311697	yes
AL591896.1	ENSG00000225387.1	ENST00000420211.1	chr1	+	18385829	18388514	18344869	18388514	43646	yes
KLHDC7A	ENSG00000179023.8	ENST00000400664.2	chr1	+	18480982	18486126	18440022	18486126	46105	yes
PAX7	ENSG00000009709.11	ENST00000375375.7	chr1	+	18631006	18736138	18590046	18736138	146093	yes
TAS1R2	ENSG00000179002.5	ENST00000375371.3	chr1	-	18859682	18839599	18839599	18900642	61044	yes
ALDH4A1	ENSG00000159423.16	ENST00000375341.7	chr1	-	18902781	18871432	18871432	18943741	72310	yes
AL080251.1	ENSG00000255275.3	ENST00000494072.3	chr1	-	18921121	18849273	18849273	18962081	112809	yes
IFFO2	ENSG00000169991.10	ENST00000416166.1	chr1	-	18955698	18908340	18908340	18996658	88319	yes
UBR4	ENSG00000127481.14	ENST00000375254.7	chr1	-	19210276	19074506	19074506	19251236	176731	yes
MRTO4	ENSG00000053372.4	ENST00000330263.4	chr1	+	19251539	19260128	19210579	19260128	49550	yes
EMC1	ENSG00000127463.14	ENST00000477853.5	chr1	-	19251552	19215664	19215664	19292512	76849	yes
AKR7A3	ENSG00000162482.4	ENST00000361640.4	chr1	-	19289250	19282558	19282558	19330210	47653	yes
AKR7A2	ENSG00000053371.12	ENST00000235835.7	chr1	-	19312146	19303965	19303965	19353106	49142	yes
PQLC2	ENSG00000040487.12	ENST00000400548.6	chr1	+	19312341	19329300	19271381	19329300	57920	yes
CAPZB	ENSG00000077549.17	ENST00000264202.7	chr1	-	19485477	19339530	19339530	19526437	186908	yes
MINOS1	ENSG00000173436.14	ENST00000322753.6	chr1	+	19596990	19629820	19556030	19629820	73791	yes
MINOS1-NBL1	ENSG00000270136.6	ENST00000602450.1	chr1	+	19597068	19656927	19556108	19656927	100820	yes
NBL1	ENSG00000158747.14	ENST00000375136.7	chr1	+	19644163	19658452	19603203	19658452	55250	yes
HTR6	ENSG00000158748.3	ENST00000289753.1	chr1	+	19665287	19679562	19624327	19679562	55236	yes
TMCO4	ENSG00000162542.13	ENST00000294543.10	chr1	-	19799917	19682213	19682213	19840877	158665	yes
RNF186	ENSG00000178828.6	ENST00000375121.3	chr1	-	19815278	19814029	19814029	19856238	42210	yes
OTUD3	ENSG00000169914.5	ENST00000375120.3	chr1	+	19882513	19912945	19841553	19912945	71393	yes
PLA2G2E	ENSG00000188784.4	ENST00000375116.3	chr1	-	19923617	19920009	19920009	19964577	44569	yes
PLA2G2A	ENSG00000188257.11	ENST00000375111.7	chr1	-	19980416	19975438	19975438	20021376	45939	yes
PLA2G5	ENSG00000127472.10	ENST00000375108.3	chr1	+	20070208	20091168	20029248	20091168	61921	yes
PLA2G2D	ENSG00000117215.14	ENST00000617227.1	chr1	-	20119566	20112657	20112657	20160526	47870	yes
PLA2G2F	ENSG00000158786.4	ENST00000375102.3	chr1	+	20139326	20150386	20098366	20150386	52021	yes
Z98257.1	ENSG00000227066.1	ENST00000417884.1	chr1	+	20154338	20160568	20113378	20160568	47191	yes
PLA2G2C	ENSG00000187980.6	ENST00000495760.2	chr1	-	20175169	20163092	20163092	20216129	53038	yes
UBXN10	ENSG00000162543.5	ENST00000375099.3	chr1	+	20186085	20196048	20145125	20196048	50924	yes
LINC01757	ENSG00000228105.1	ENST00000435552.1	chr1	+	20243095	20244655	20202135	20244655	42521	yes
Z98257.2	ENSG00000284710.1	ENST00000641574.1	chr1	+	20272018	20273599	20231058	20273599	42542	yes
VWA5B1	ENSG00000158816.15	ENST00000525343.1	chr1	+	20332918	20354222	20291958	20354222	62265	yes
AL139254.1	ENSG00000226487.1	ENST00000421114.1	chr1	-	20413253	20412304	20412304	20454213	41910	yes
LINC01141	ENSG00000236963.6	ENST00000426428.5	chr1	-	20428782	20360579	20360579	20469742	109164	yes
AL139254.2	ENSG00000284641.1	ENST00000641552.1	chr1	+	20476222	20478793	20435262	20478793	43532	yes
AL139254.3	ENSG00000284743.1	ENST00000641097.1	chr1	-	20480397	20478779	20478779	20521357	42579	yes
CAMK2N1	ENSG00000162545.5	ENST00000375078.3	chr1	-	20486220	20482391	20482391	20527180	44790	yes
MUL1	ENSG00000090432.6	ENST00000264198.4	chr1	-	20508161	20499448	20499448	20549121	49674	yes
FAM43B	ENSG00000183114.7	ENST00000332947.5	chr1	+	20552439	20555010	20511479	20555010	43532	yes
CDA	ENSG00000158825.5	ENST00000375071.3	chr1	+	20588948	20618908	20547988	20618908	70921	yes
PINK1	ENSG00000158828.7	ENST00000321556.4	chr1	+	20633455	20651511	20592495	20651511	59017	yes
DDOST	ENSG00000244038.9	ENST00000415136.6	chr1	-	20661544	20651767	20651767	20702504	50738	yes
KIF17	ENSG00000117245.12	ENST00000247986.2	chr1	-	20718017	20664016	20664016	20758977	94962	yes
SH2D5	ENSG00000189410.11	ENST00000460804.5	chr1	-	20732837	20719732	20719732	20773797	54066	yes
HP1BP3	ENSG00000127483.17	ENST00000375000.5	chr1	-	20786640	20775655	20775655	20827600	51946	yes
EIF4G3	ENSG00000075151.20	ENST00000602326.5	chr1	-	21176850	20806483	20806483	21217810	411328	yes
ECE1	ENSG00000117298.15	ENST00000415912.6	chr1	-	21345504	21217247	21217247	21386464	169218	yes
AL592309.2	ENSG00000236009.1	ENST00000444647.1	chr1	+	21415898	21417492	21374938	21417492	42555	yes
NBPF3	ENSG00000142794.18	ENST00000485941.2	chr1	+	21440146	21446482	21399186	21446482	47297	yes
ALPL	ENSG00000162551.13	ENST00000374840.7	chr1	+	21509372	21578412	21468412	21578412	110001	yes
RAP1GAP	ENSG00000076864.19	ENST00000374765.8	chr1	-	21669306	21596221	21596221	21710266	114046	yes
USP48	ENSG00000090686.15	ENST00000308271.13	chr1	-	21783606	21678579	21678579	21824566	145988	yes
LDLRAD2	ENSG00000187942.11	ENST00000543870.1	chr1	+	21812363	21823963	21771403	21823963	52561	yes
HSPG2	ENSG00000142798.19	ENST00000374695.7	chr1	-	21937297	21822245	21822245	21978257	156013	yes
CELA3B	ENSG00000219073.7	ENST00000337107.10	chr1	+	21977021	21989344	21936061	21989344	53284	yes
CELA3A	ENSG00000142789.19	ENST00000290122.7	chr1	+	22001656	22012522	21960696	22012522	51827	yes
AL031281.2	ENSG00000285721.1	ENST00000648594.1	chr1	+	22025511	22101360	21984551	22101360	116810	yes
LINC01635	ENSG00000228397.2	ENST00000455966.2	chr1	-	22026048	22023990	22023990	22067008	43019	yes
CDC42	ENSG00000070831.15	ENST00000344548.7	chr1	+	22052668	22092946	22011708	22092946	81239	yes
AL031281.3	ENSG00000285752.1	ENST00000649486.1	chr1	-	22052927	22028317	22028317	22093887	65571	yes
WNT4	ENSG00000162552.14	ENST00000290167.10	chr1	-	22142966	22117305	22117305	22183926	66622	yes
ZBTB40	ENSG00000184677.17	ENST00000374651.8	chr1	+	22451851	22531157	22410891	22531157	120267	yes
EPHA8	ENSG00000070886.11	ENST00000374644.8	chr1	+	22563564	22589621	22522604	22589621	67018	yes
C1QA	ENSG00000173372.16	ENST00000374642.7	chr1	+	22636506	22639608	22595546	22639608	44063	yes
C1QC	ENSG00000159189.11	ENST00000374640.8	chr1	+	22643630	22648110	22602670	22648110	45441	yes
C1QB	ENSG00000173369.15	ENST00000509305.5	chr1	+	22652981	22661538	22612021	22661538	49518	yes
EPHB2	ENSG00000133216.16	ENST00000544305.5	chr1	+	22710839	22891265	22669879	22891265	221387	yes
LACTBL1	ENSG00000215906.8	ENST00000426928.6	chr1	-	22965338	22953043	22953043	23006298	53256	yes
TEX46	ENSG00000227868.5	ENST00000566855.3	chr1	-	23015850	23010834	23010834	23056810	45977	yes
KDM1A	ENSG00000004487.16	ENST00000356634.7	chr1	+	23019448	23083689	22978488	23083689	105202	yes
LUZP1	ENSG00000169641.13	ENST00000471849.5	chr1	-	23168845	23093443	23093443	23209805	116363	yes
HTR1D	ENSG00000179546.4	ENST00000374619.1	chr1	-	23194729	23191895	23191895	23235689	43795	yes
LINC01355	ENSG00000261326.3	ENST00000604481.1	chr1	-	23285454	23284356	23284356	23326414	42059	yes
AL109936.6	ENSG00000284726.1	ENST00000641772.1	chr1	+	23297797	23302866	23256837	23302866	46030	yes
HNRNPR	ENSG00000125944.19	ENST00000478691.5	chr1	-	23344336	23304688	23304688	23385296	80609	yes
ZNF436	ENSG00000125945.14	ENST00000314011.8	chr1	-	23369442	23359448	23359448	23410402	50955	yes
AL109936.2	ENSG00000271420.1	ENST00000605350.1	chr1	-	23379029	23378380	23378380	23419989	41610	yes
TCEA3	ENSG00000204219.10	ENST00000450454.6	chr1	-	23424740	23381061	23381061	23465700	84640	yes
ASAP3	ENSG00000088280.18	ENST00000336689.7	chr1	-	23484178	23428563	23428563	23525138	96576	yes
E2F2	ENSG00000007968.6	ENST00000361729.2	chr1	-	23531220	23506430	23506430	23572180	65751	yes
AL021154.1	ENSG00000235052.1	ENST00000451217.1	chr1	-	23550915	23549139	23549139	23591875	42737	yes
ID3	ENSG00000117318.8	ENST00000374561.5	chr1	-	23559794	23557918	23557918	23600754	42837	yes
MDS2	ENSG00000197880.8	ENST00000477916.5	chr1	+	23581495	23640568	23540535	23640568	100034	yes
AL450043.1	ENSG00000285802.1	ENST00000648225.1	chr1	-	23593621	23576436	23576436	23634581	58146	yes
RPL11	ENSG00000142676.14	ENST00000374550.8	chr1	+	23691742	23696417	23650782	23696417	45636	yes
ELOA	ENSG00000011007.12	ENST00000418390.6	chr1	+	23743155	23762059	23702195	23762059	59865	yes
PITHD1	ENSG00000057757.9	ENST00000246151.8	chr1	+	23778405	23788232	23737445	23788232	50788	yes
LYPLA2	ENSG00000011009.10	ENST00000374514.7	chr1	+	23790970	23795539	23750010	23795539	45530	yes
GALE	ENSG00000117308.14	ENST00000617979.4	chr1	-	23800804	23795599	23795599	23841764	46166	yes
HMGCL	ENSG00000117305.14	ENST00000374490.7	chr1	-	23825459	23801885	23801885	23866419	64535	yes
FUCA1	ENSG00000179163.11	ENST00000374479.3	chr1	-	23868294	23845077	23845077	23909254	64178	yes
CNR2	ENSG00000188822.7	ENST00000374472.4	chr1	-	23913362	23870526	23870526	23954322	83797	yes
PNRC2	ENSG00000189266.12	ENST00000334351.7	chr1	+	23959812	23963462	23918852	23963462	44611	yes
SRSF10	ENSG00000188529.14	ENST00000344989.10	chr1	-	23980331	23964804	23964804	24021291	56488	yes
MYOM3	ENSG00000142661.18	ENST00000374434.3	chr1	-	24112175	24056037	24056037	24153135	97099	yes
IL22RA1	ENSG00000142677.3	ENST00000270800.1	chr1	-	24143121	24119771	24119771	24184081	64311	yes
IFNLR1	ENSG00000185436.11	ENST00000327535.5	chr1	-	24187261	24154157	24154157	24228221	74065	yes
AL590683.1	ENSG00000230023.2	ENST00000439059.2	chr1	+	24200240	24211693	24159280	24211693	52414	yes
GRHL3	ENSG00000158055.15	ENST00000361548.8	chr1	+	24319322	24355318	24278362	24355318	76957	yes
NIPAL3	ENSG00000001461.16	ENST00000374399.8	chr1	+	24415794	24469307	24374834	24469307	94474	yes
STPG1	ENSG00000001460.17	ENST00000468303.5	chr1	-	24416934	24357005	24357005	24457894	100890	yes
RCAN3	ENSG00000117602.11	ENST00000538532.5	chr1	+	24502351	24537019	24461391	24537019	75629	yes
AL445686.2	ENSG00000264443.1	ENST00000577528.1	chr1	-	24556024	24538802	24538802	24596984	58183	yes
NCMAP	ENSG00000184454.6	ENST00000374392.2	chr1	+	24556111	24609325	24515151	24609325	94175	yes
SRRM1	ENSG00000133226.16	ENST00000323848.13	chr1	+	24643012	24673267	24602052	24673267	71216	yes
AL445648.1	ENSG00000284699.1	ENST00000641176.1	chr1	+	24704894	24717596	24663934	24717596	53663	yes
CLIC4	ENSG00000169504.14	ENST00000374379.8	chr1	+	24745357	24844324	24704397	24844324	139928	yes
RUNX3	ENSG00000020633.18	ENST00000479341.1	chr1	-	24965121	24929737	24929737	25006081	76345	yes
AL445471.2	ENSG00000261025.1	ENST00000568143.1	chr1	-	24970865	24968423	24968423	25011825	43403	yes
AL050344.2	ENSG00000285823.1	ENST00000648363.1	chr1	+	25041136	25047404	25000176	25047404	47229	yes
AL050344.1	ENSG00000233755.1	ENST00000429666.1	chr1	-	25113120	25110458	25110458	25154080	43623	yes
SYF2	ENSG00000117614.9	ENST00000476231.1	chr1	-	25232502	25230309	25230309	25273462	43154	yes
AL031432.5	ENSG00000284657.1	ENST00000641059.1	chr1	+	25239494	25240253	25198534	25240253	41720	yes
AL031432.3	ENSG00000272432.1	ENST00000607698.1	chr1	+	25247837	25248321	25206877	25248321	41445	yes
RHD	ENSG00000187010.20	ENST00000328664.8	chr1	+	25272393	25330445	25231433	25330445	99013	yes
TMEM50A	ENSG00000183726.10	ENST00000374358.4	chr1	+	25337917	25362361	25296957	25362361	65405	yes
RSRP1	ENSG00000117616.17	ENST00000566599.1	chr1	-	25338190	25335368	25335368	25379150	43783	yes
RHCE	ENSG00000188672.18	ENST00000527187.5	chr1	-	25420941	25385498	25385498	25461901	76404	yes
MACO1	ENSG00000204178.10	ENST00000399766.7	chr1	+	25430858	25500205	25389898	25500205	110308	yes
LDLRAP1	ENSG00000157978.11	ENST00000374338.4	chr1	+	25543580	25568886	25502620	25568886	66267	yes
AL606491.1	ENSG00000225643.1	ENST00000412797.1	chr1	+	25581478	25590356	25540518	25590356	49839	yes
MAN1C1	ENSG00000117643.14	ENST00000374332.8	chr1	+	25617468	25786207	25576508	25786207	209700	yes
SELENON	ENSG00000162430.16	ENST00000361547.6	chr1	+	25800176	25818224	25759216	25818224	59009	yes
AL020996.2	ENSG00000255054.3	ENST00000559265.1	chr1	+	25811470	25823308	25770510	25823308	52799	yes
MTFR1L	ENSG00000117640.17	ENST00000374303.6	chr1	+	25819906	25832941	25778946	25832941	53996	yes
AUNIP	ENSG00000127423.10	ENST00000538789.5	chr1	-	25859458	25831913	25831913	25900418	68506	yes
PAQR7	ENSG00000182749.5	ENST00000374296.3	chr1	-	25871253	25861210	25861210	25912213	51004	yes
STMN1	ENSG00000117632.22	ENST00000426559.6	chr1	-	25906466	25885440	25885440	25947426	61987	yes
PAFAH2	ENSG00000158006.13	ENST00000374282.7	chr1	-	25998157	25959767	25959767	26039117	79351	yes
EXTL1	ENSG00000158008.9	ENST00000374280.3	chr1	+	26021780	26036464	25980820	26036464	55645	yes
SLC30A2	ENSG00000158014.14	ENST00000374276.3	chr1	-	26046133	26038022	26038022	26087093	49072	yes
TRIM63	ENSG00000158022.6	ENST00000374272.3	chr1	-	26067633	26051304	26051304	26108593	57290	yes
PDIK1L	ENSG00000175087.9	ENST00000374271.8	chr1	+	26111837	26125543	26070877	26125543	54667	yes
FAM110D	ENSG00000197245.5	ENST00000374268.4	chr1	+	26159020	26163962	26118060	26163962	45903	yes
C1orf232	ENSG00000282872.1	ENST00000635463.1	chr1	-	26168581	26165708	26165708	26209541	43834	yes
ZNF593	ENSG00000142684.8	ENST00000374266.6	chr1	+	26169871	26170873	26128911	26170873	41963	yes
AL391650.1	ENSG00000236782.7	ENST00000448923.2	chr1	-	26171821	26169516	26169516	26212781	43266	yes
CNKSR1	ENSG00000142675.17	ENST00000361530.10	chr1	+	26177403	26189886	26136443	26189886	53444	yes
CATSPER4	ENSG00000188782.8	ENST00000456354.6	chr1	+	26190561	26202968	26149601	26202968	53368	yes
CEP85	ENSG00000130695.15	ENST00000252992.8	chr1	+	26234202	26278808	26193242	26278808	85567	yes
SH3BGRL3	ENSG00000142669.14	ENST00000270792.9	chr1	+	26279176	26281522	26238216	26281522	43307	yes
UBXN11	ENSG00000158062.20	ENST00000472155.5	chr1	-	26306640	26282281	26282281	26347600	65320	yes
CD52	ENSG00000169442.8	ENST00000374213.2	chr1	+	26317957	26320523	26276997	26320523	43527	yes
CRYBG2	ENSG00000176092.15	ENST00000522993.1	chr1	-	26338439	26336466	26336466	26379399	42934	yes
ZNF683	ENSG00000176083.17	ENST00000403843.5	chr1	-	26372735	26361634	26361634	26413695	52062	yes
LIN28A	ENSG00000131914.10	ENST00000326279.10	chr1	+	26410778	26429722	26369818	26429722	59905	yes
DHDDS	ENSG00000117682.16	ENST00000434391.6	chr1	+	26432282	26471294	26391322	26471294	79973	yes
HMGN2	ENSG00000198830.10	ENST00000619352.4	chr1	+	26472515	26475970	26431555	26475970	44416	yes
RPS6KA1	ENSG00000117676.13	ENST00000374168.6	chr1	+	26529767	26575025	26488807	26575025	86219	yes
ARID1A	ENSG00000117713.19	ENST00000324856.12	chr1	+	26696033	26782110	26655073	26782110	127038	yes
PIGV	ENSG00000060642.10	ENST00000078527.8	chr1	+	26787995	26798398	26747035	26798398	51364	yes
ZDHHC18	ENSG00000204160.11	ENST00000374142.8	chr1	+	26826710	26857601	26785750	26857601	71852	yes
SFN	ENSG00000175793.11	ENST00000339276.5	chr1	+	26863138	26864457	26822178	26864457	42280	yes
GPN2	ENSG00000142751.14	ENST00000374135.8	chr1	-	26890297	26876133	26876133	26931257	55125	yes
GPATCH3	ENSG00000198746.12	ENST00000361720.9	chr1	-	26900466	26890489	26890489	26941426	50938	yes
